# TYPE ceph gauge
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.1f",type="misplaced"} 0 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.1f",type="unfound"} 0 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.1f",type="dirty"} 125 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.11",type="total"} 4994 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.11",type="clones"} 0 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.11",type="copies"} 9988 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.11",type="missing_on_primary"} 0 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.11",type="degraded"} 0 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.11",type="misplaced"} 0 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.11",type="unfound"} 0 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.11",type="dirty"} 4994 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.10",type="total"} 44911 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.10",type="clones"} 0 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.10",type="copies"} 89822 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.10",type="missing_on_primary"} 0 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.10",type="degraded"} 0 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.10",type="misplaced"} 0 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.10",type="unfound"} 0 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.10",type="dirty"} 44911 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.1e",type="total"} 118 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.1e",type="clones"} 0 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.1e",type="copies"} 236 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.1e",type="missing_on_primary"} 0 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.1e",type="degraded"} 0 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.1e",type="misplaced"} 0 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.1e",type="unfound"} 0 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.1e",type="dirty"} 118 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.10",type="total"} 4910 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.10",type="clones"} 0 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.10",type="copies"} 9820 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.10",type="missing_on_primary"} 0 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.10",type="degraded"} 0 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.10",type="misplaced"} 0 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.10",type="unfound"} 0 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.10",type="dirty"} 4910 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.11",type="total"} 45060 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.11",type="clones"} 0 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.11",type="copies"} 90120 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.11",type="missing_on_primary"} 0 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.11",type="degraded"} 0 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.11",type="misplaced"} 0 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.11",type="unfound"} 0 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.11",type="dirty"} 45060 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.1d",type="total"} 117 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.1d",type="clones"} 0 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.1d",type="copies"} 234 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.1d",type="missing_on_primary"} 0 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.1d",type="degraded"} 0 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.1d",type="misplaced"} 0 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.1d",type="unfound"} 0 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.1d",type="dirty"} 117 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.13",type="total"} 4941 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.13",type="clones"} 0 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.13",type="copies"} 9882 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.13",type="missing_on_primary"} 0 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.13",type="degraded"} 0 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.13",type="misplaced"} 0 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.13",type="unfound"} 0 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.13",type="dirty"} 4941 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.12",type="total"} 44732 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.12",type="clones"} 0 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.12",type="copies"} 89464 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.12",type="missing_on_primary"} 0 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.12",type="degraded"} 0 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.12",type="misplaced"} 0 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.12",type="unfound"} 0 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.12",type="dirty"} 44732 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.1c",type="total"} 119 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.1c",type="clones"} 0 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.1c",type="copies"} 238 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.1c",type="missing_on_primary"} 0 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.1c",type="degraded"} 0 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.1c",type="misplaced"} 0 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.1c",type="unfound"} 0 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.1c",type="dirty"} 119 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.12",type="total"} 4742 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.12",type="clones"} 0 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.12",type="copies"} 9484 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.12",type="missing_on_primary"} 0 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.12",type="degraded"} 0 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.12",type="misplaced"} 0 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.12",type="unfound"} 0 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.12",type="dirty"} 4742 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.13",type="total"} 44098 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.13",type="clones"} 0 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.13",type="copies"} 88196 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.13",type="missing_on_primary"} 0 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.13",type="degraded"} 0 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.13",type="misplaced"} 0 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.13",type="unfound"} 0 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.13",type="dirty"} 44098 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.1b",type="total"} 119 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.1b",type="clones"} 0 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.1b",type="copies"} 238 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.1b",type="missing_on_primary"} 0 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.1b",type="degraded"} 0 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.1b",type="misplaced"} 0 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.1b",type="unfound"} 0 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.1b",type="dirty"} 119 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.15",type="total"} 4969 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.15",type="clones"} 0 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.15",type="copies"} 9938 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.15",type="missing_on_primary"} 0 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.15",type="degraded"} 0 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.15",type="misplaced"} 0 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.15",type="unfound"} 0 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.15",type="dirty"} 4969 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.14",type="total"} 44528 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.14",type="clones"} 0 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.14",type="copies"} 89056 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.14",type="missing_on_primary"} 0 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.14",type="degraded"} 0 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.14",type="misplaced"} 0 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.14",type="unfound"} 0 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.14",type="dirty"} 44528 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.1a",type="total"} 122 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.1a",type="clones"} 0 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.1a",type="copies"} 244 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.1a",type="missing_on_primary"} 0 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.1a",type="degraded"} 0 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.1a",type="misplaced"} 0 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.1a",type="unfound"} 0 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.1a",type="dirty"} 122 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.14",type="total"} 4989 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.14",type="clones"} 0 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.14",type="copies"} 9978 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.14",type="missing_on_primary"} 0 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.14",type="degraded"} 0 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.14",type="misplaced"} 0 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.14",type="unfound"} 0 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.14",type="dirty"} 4989 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.15",type="total"} 44004 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.15",type="clones"} 0 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.15",type="copies"} 88008 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.15",type="missing_on_primary"} 0 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.15",type="degraded"} 0 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.15",type="misplaced"} 0 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.15",type="unfound"} 0 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.15",type="dirty"} 44004 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.19",type="total"} 137 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.19",type="clones"} 0 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.19",type="copies"} 274 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.19",type="missing_on_primary"} 0 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.19",type="degraded"} 0 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.19",type="misplaced"} 0 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.19",type="unfound"} 0 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.19",type="dirty"} 137 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.17",type="total"} 4807 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.17",type="clones"} 0 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.17",type="copies"} 9614 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.17",type="missing_on_primary"} 0 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.17",type="degraded"} 0 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.17",type="misplaced"} 0 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.17",type="unfound"} 0 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.17",type="dirty"} 4807 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.16",type="total"} 44722 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.16",type="clones"} 0 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.16",type="copies"} 89444 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.16",type="missing_on_primary"} 0 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.16",type="degraded"} 0 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.16",type="misplaced"} 0 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.16",type="unfound"} 0 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.16",type="dirty"} 44722 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.18",type="total"} 97 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.18",type="clones"} 0 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.18",type="copies"} 194 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.18",type="missing_on_primary"} 0 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.18",type="degraded"} 0 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.18",type="misplaced"} 0 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.18",type="unfound"} 0 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.18",type="dirty"} 97 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.16",type="total"} 4957 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.16",type="clones"} 0 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.16",type="copies"} 9914 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.16",type="missing_on_primary"} 0 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.16",type="degraded"} 0 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.16",type="misplaced"} 0 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.16",type="unfound"} 0 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.16",type="dirty"} 4957 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.17",type="total"} 44434 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.17",type="clones"} 0 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.17",type="copies"} 88868 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.17",type="missing_on_primary"} 0 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.17",type="degraded"} 0 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.17",type="misplaced"} 0 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.17",type="unfound"} 0 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.17",type="dirty"} 44434 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.7",type="total"} 107 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.7",type="clones"} 0 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.7",type="copies"} 214 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.7",type="missing_on_primary"} 0 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.7",type="degraded"} 0 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.7",type="misplaced"} 0 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.7",type="unfound"} 0 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.7",type="dirty"} 107 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.8",type="total"} 44660 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.8",type="clones"} 0 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.8",type="copies"} 89320 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.8",type="missing_on_primary"} 0 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.8",type="degraded"} 0 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.8",type="misplaced"} 0 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.8",type="unfound"} 0 1450641719530
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.8",type="dirty"} 44660 1450641719530
