# TYPE ceph gauge
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.b",type="copies"} 232 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.b",type="missing_on_primary"} 0 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.b",type="degraded"} 0 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.b",type="misplaced"} 0 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.b",type="unfound"} 0 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.b",type="dirty"} 116 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.4",type="total"} 44298 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.4",type="clones"} 0 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.4",type="copies"} 88596 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.4",type="missing_on_primary"} 0 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.4",type="degraded"} 0 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.4",type="misplaced"} 0 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.4",type="unfound"} 0 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.4",type="dirty"} 44298 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.5",type="total"} 4820 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.5",type="clones"} 0 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.5",type="copies"} 9640 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.5",type="missing_on_primary"} 0 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.5",type="degraded"} 0 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.5",type="misplaced"} 0 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.5",type="unfound"} 0 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.5",type="dirty"} 4820 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.a",type="total"} 136 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.a",type="clones"} 0 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.a",type="copies"} 272 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.a",type="missing_on_primary"} 0 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.a",type="degraded"} 0 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.a",type="misplaced"} 0 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.a",type="unfound"} 0 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.a",type="dirty"} 136 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.5",type="total"} 44569 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.5",type="clones"} 0 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.5",type="copies"} 89138 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.5",type="missing_on_primary"} 0 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.5",type="degraded"} 0 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.5",type="misplaced"} 0 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.5",type="unfound"} 0 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.5",type="dirty"} 44569 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.4",type="total"} 4889 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.4",type="clones"} 0 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.4",type="copies"} 9778 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.4",type="missing_on_primary"} 0 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.4",type="degraded"} 0 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.4",type="misplaced"} 0 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.4",type="unfound"} 0 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.4",type="dirty"} 4889 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.9",type="total"} 136 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.9",type="clones"} 0 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.9",type="copies"} 272 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.9",type="missing_on_primary"} 0 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.9",type="degraded"} 0 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.9",type="misplaced"} 0 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.9",type="unfound"} 0 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.9",type="dirty"} 136 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.6",type="total"} 44587 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.6",type="clones"} 0 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.6",type="copies"} 89174 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.6",type="missing_on_primary"} 0 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.6",type="degraded"} 0 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.6",type="misplaced"} 0 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.6",type="unfound"} 0 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.6",type="dirty"} 44587 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.7",type="total"} 4813 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.7",type="clones"} 0 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.7",type="copies"} 9626 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.7",type="missing_on_primary"} 0 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.7",type="degraded"} 0 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.7",type="misplaced"} 0 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.7",type="unfound"} 0 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.7",type="dirty"} 4813 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.8",type="total"} 108 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.8",type="clones"} 0 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.8",type="copies"} 216 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.8",type="missing_on_primary"} 0 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.8",type="degraded"} 0 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.8",type="misplaced"} 0 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.8",type="unfound"} 0 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.8",type="dirty"} 108 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.7",type="total"} 44670 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.7",type="clones"} 0 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.7",type="copies"} 89340 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.7",type="missing_on_primary"} 0 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.7",type="degraded"} 0 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.7",type="misplaced"} 0 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.7",type="unfound"} 0 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.7",type="dirty"} 44670 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.6",type="total"} 4894 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.6",type="clones"} 0 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.6",type="copies"} 9788 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.6",type="missing_on_primary"} 0 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.6",type="degraded"} 0 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.6",type="misplaced"} 0 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.6",type="unfound"} 0 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.6",type="dirty"} 4894 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.37",type="total"} 122 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.37",type="clones"} 0 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.37",type="copies"} 244 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.37",type="missing_on_primary"} 0 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.37",type="degraded"} 0 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.37",type="misplaced"} 0 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.37",type="unfound"} 0 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.37",type="dirty"} 122 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.38",type="total"} 44315 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.38",type="clones"} 0 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.38",type="copies"} 88630 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.38",type="missing_on_primary"} 0 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.38",type="degraded"} 0 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.38",type="misplaced"} 0 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.38",type="unfound"} 0 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.38",type="dirty"} 44315 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.39",type="total"} 4886 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.39",type="clones"} 0 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.39",type="copies"} 9772 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.39",type="missing_on_primary"} 0 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.39",type="degraded"} 0 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.39",type="misplaced"} 0 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.39",type="unfound"} 0 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.39",type="dirty"} 4886 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.36",type="total"} 125 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.36",type="clones"} 0 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.36",type="copies"} 250 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.36",type="missing_on_primary"} 0 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.36",type="degraded"} 0 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.36",type="misplaced"} 0 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.36",type="unfound"} 0 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.36",type="dirty"} 125 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.39",type="total"} 44402 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.39",type="clones"} 0 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.39",type="copies"} 88804 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.39",type="missing_on_primary"} 0 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.39",type="degraded"} 0 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.39",type="misplaced"} 0 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.39",type="unfound"} 0 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.39",type="dirty"} 44402 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.38",type="total"} 4838 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.38",type="clones"} 0 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.38",type="copies"} 9676 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.38",type="missing_on_primary"} 0 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.38",type="degraded"} 0 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.38",type="misplaced"} 0 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.38",type="unfound"} 0 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.38",type="dirty"} 4838 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.35",type="total"} 113 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.35",type="clones"} 0 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.35",type="copies"} 226 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.35",type="missing_on_primary"} 0 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.35",type="degraded"} 0 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.35",type="misplaced"} 0 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.35",type="unfound"} 0 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.35",type="dirty"} 113 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.3a",type="total"} 44864 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.3a",type="clones"} 0 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.3a",type="copies"} 89728 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.3a",type="missing_on_primary"} 0 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.3a",type="degraded"} 0 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.3a",type="misplaced"} 0 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.3a",type="unfound"} 0 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.3a",type="dirty"} 44864 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.3b",type="total"} 4859 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.3b",type="clones"} 0 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.3b",type="copies"} 9718 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.3b",type="missing_on_primary"} 0 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.3b",type="degraded"} 0 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.3b",type="misplaced"} 0 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.3b",type="unfound"} 0 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.3b",type="dirty"} 4859 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.34",type="total"} 102 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.34",type="clones"} 0 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.34",type="copies"} 204 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.34",type="missing_on_primary"} 0 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.34",type="degraded"} 0 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.34",type="misplaced"} 0 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.34",type="unfound"} 0 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.34",type="dirty"} 102 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.3b",type="total"} 44732 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.3b",type="clones"} 0 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.3b",type="copies"} 89464 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.3b",type="missing_on_primary"} 0 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.3b",type="degraded"} 0 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.3b",type="misplaced"} 0 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.3b",type="unfound"} 0 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.3b",type="dirty"} 44732 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.3a",type="total"} 4906 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.3a",type="clones"} 0 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.3a",type="copies"} 9812 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.3a",type="missing_on_primary"} 0 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.3a",type="degraded"} 0 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.3a",type="misplaced"} 0 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.3a",type="unfound"} 0 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="6.3a",type="dirty"} 4906 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.33",type="total"} 116 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.33",type="clones"} 0 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.33",type="copies"} 232 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.33",type="missing_on_primary"} 0 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.33",type="degraded"} 0 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.33",type="misplaced"} 0 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.33",type="unfound"} 0 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="8.33",type="dirty"} 116 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.3c",type="total"} 44322 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.3c",type="clones"} 0 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.3c",type="copies"} 88644 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.3c",type="missing_on_primary"} 0 1450641689458
ceph_objects{fsid="446efdfe-7f0a-4a9a-b569-7a9b52058603",scope="pg",pgid="7.3c",type="degraded"} 0 1450641689458
